"","Title","LifetimeGross","contentR","Year","Runtime","imdbR","rottentmtR","imdbC","rottentmtC"
"413","Dogfight",394631,"R",1991,"94",7.4,78,9324,18
"414","The Hitman",4654288,"R",1991,"95",5.3,13,4055,8
"415","Teacher's Pet",6491969,"NR",2004,"120",7.1,86,4531,7
"416","Shattered",11511031,"R",1991,"98",6.5,36,10285,14
"417","The Doctor",38120905,"PG-13",1991,"122",6.9,82,5664,17
"418","Paradise",5588800,"PG-13",1982,"100",4.8,36,2699,11
"419","The Commitments",14919570,"R",1991,"118",7.6,89,35823,44
"420","Deceived",28738096,"PG-13",1991,"104",6.1,37,7511,19
"421","The Star",40852824,"NR",2017,"89",7,29,3748,7
"422","Poison",787280,"NC17",1991,"85",6.4,77,4561,22
"423","My Girl",59489799,"PG-13",1991,"102",6.9,53,81513,17
"424","JFK",70405498,"R",1991,"189",8,84,156107,63
"425","The Man in the Moon",2853801,"PG-13",1991,"99",7.3,90,17019,20
"426","Rush",7241350,"R",1991,"77",4.3,71,168,28
"427","Medicine Man",45500797,"PG-13",1992,"106",6,19,23576,21
"428","The Uninvited",28596818,"NR",2009,"99",7.2,95,11216,20
"429","The Italian Job",106128601,"G",2003,"99",7.2,83,46513,29
"430","Beethoven",57114049,"PG",1992,"87",5.7,30,71952,27
"431","The Babe",17530973,"PG",1992,"115",5.9,46,11126,37
"432","The Cutting Edge",25105517,"PG",1992,"101",6.9,57,20694,35
"433","Gladiator",187705427,"R",2000,"101",6.5,31,9489,13
"434","Deep Cover",16639799,"R",1992,"107",6.9,82,11799,22
"435","All I Want for Christmas",14812144,"G",1991,"92",5.9,0,5049,14
"436","Class Act",13272113,"PG-13",1992,"98",6,17,7699,12
"437","Edward II",699264,"R",1992,"125",7.2,100,142,10
"438","A Midnight Clear",1526697,"R",1992,"108",7.1,88,9123,40
"439","Boomerang",70052444,"R",1992,"117",5.6,43,29687,35
"440","Rapid Fire",14356479,"R",1992,"84",4.1,45,164,22
"441","Of Mice and Men",5471088,"PG-13",1992,"106",7.9,97,6113,29
"442","Body Parts",9188150,"R",1991,"88",5.6,41,4510,17
"443","Cool World",14110589,"PG-13",1992,"102",4.8,6,23358,48
"444","Singles",18471850,"PG-13",1992,"99",6.7,79,30471,52
"445","Wind",5519569,"PG-13",1992,"126",6.4,50,2876,12
"446","The Last of the Mohicans",75505856,"R",1992,"73",6.7,93,1301,42
"447","Consenting Adults",21591728,"R",1992,"99",5.7,25,7749,12
"448","Husbands and Wives",10555619,"R",1992,"108",7.5,93,29497,41
"449","Hero",53710019,"PG-13",2004,"92",5.4,67,50,21
"450","Forever Young",55956187,"PG",1992,"84",6.7,57,56,23
"451","Matinee",9532895,"PG",1993,"90",4,92,224,36
"452","Unforgiven",101157447,"R",1992,"130",8.2,96,410310,106
"453","Leap of Faith",23369283,"PG-13",1992,"97",6.2,64,113,22
"454","Malcolm X",48169910,"PG-13",1992,"91",7.5,88,466,59
"455","Scent of a Woman",63095253,"R",1992,"156",8,89,294922,44
"456","Nowhere to Run",22189039,"R",1993,"100",6.8,30,204,23
"457","Sniper",18994653,"R",1993,"98",6.1,38,24427,13
"458","The Vanishing",14543394,"R",1993,"109",6.3,49,25727,37
"459","The Crush",13609396,"R",1993,"89",5.8,25,20474,28
"460","Boiling Point",10058318,"R",1993,"92",5,18,6147,11
"461","Indian Summer",14904910,"PG-13",1993,"97",6.5,58,5668,19
"462","Alive",36733909,"R",1993,"120",7.1,59,56397,27
"463","Brother's Keeper",1305915,"R",1992,"104",7.5,100,4137,17
"464","The Browning Version",487391,"NR",1994,"90",8.1,89,5003,19
"465","Made in America",44942695,"PG-13",1993,"111",5.1,31,16938,29
"466","Cliffhanger",84049211,"R",1993,"113",6.5,69,130329,54
"467","The Firm",158348367,"R",1993,"154",6.8,75,135166,56
"468","Equinox",279627,"R",1993,"82",5.2,33,3216,9
"469","Wide Sargasso Sea",1614784,"R",1993,"98",5.6,65,2089,20
"470","The Secret Garden",31181347,"G",1993,"50",6.7,88,35,42
"471","Strictly Ballroom",11738022,"PG",1993,"94",7.2,93,27810,43
"472","Calendar Girl",2570550,"PG-13",1993,"88",5.8,11,261,19
"473","Savage Messiah",1015671,"R",2002,"97",6.9,60,1470,10
"474","Deadfall",18369,"R",1993,"120",5.7,0,1052,6
"475","Much Ado About Nothing",22549338,"PG-13",1993,"125",6.7,90,38,49
"476","Airborne",2850263,"PG",1993,"91",6.2,21,7048,14
"477","Gettysburg",10769960,"PG",1993,"271",7.6,77,29439,22
"478","Fatal Instinct",7839327,"PG-13",1993,"95",4.1,18,453,22
"479","A Home of Our Own",1677807,"PG",1993,"120",7,50,42,12
"480","Fearless",6995302,"R",1993,"122",7.1,85,22896,39
"481","Cool Runnings",68856263,"PG",1993,"98",7,76,104317,42
"482","The Man Who Loved Women",10964231,"R",1983,"110",5.2,33,2336,12
"483","Into the West",4790801,"PG",1993,"97",7,77,2977,13
"484","Gunmen",3411885,"R",1994,"94",5.2,15,3622,13
"485","Dangerous Game",23671,"R",1993,"98",5,31,372,16
"486","Sugar Hill",18225518,"R",1994,"91",5.8,20,2082,10
"487","Thumbelina",11373501,"G",1994,"86",6.2,27,17354,11
"488","Bad Girls",15240435,"R",1994,"82",6.4,9,397,23
"489","Dream Lover",502237,"R",1986,"104",4.8,57,606,14
"490","Black Beauty",4630377,"G",1994,"70",5.7,80,24,15
"491","Wyatt Earp",25052000,"PG-13",1994,"191",6.7,44,51344,27
"492","Betty",58099,"NR",1993,"103",6.7,90,1553,10
"493","Blown Away",30156002,"R",1994,"92",6.9,38,38,21
"494","The Mask",119938730,"PG-13",1994,"50",6.3,77,16,53
"495","Wolf",65002597,"R",1994,"125",6.2,60,56877,53
"496","The Shadow",32063435,"PG-13",1994,"74",5.7,35,183,49
"497","It Could Happen to You",37939757,"PG",1994,"71",6.1,71,43,34
"498","Milk Money",18137661,"PG-13",1994,"110",5.6,12,12361,42
"499","Barcelona",7266973,"PG-13",1994,"101",7,82,6285,34
"500","Only You",20059210,"PG",1994,"85",5.2,54,2844,35
"501","The Specialist",57362582,"R",1994,"93",4.4,7,164,29
"502","Titanic",659363944,"NR",1997,"85",6.2,91,1590,11
"503","Beloved",22852487,"R",1998,"85",5.9,78,44,67
"504","Junior",36763355,"PG-13",1994,"87",4.4,36,334,33
"505","Street Fighter",33423521,"PG-13",1994,"102",4,10,71604,40
"506","Shallow Grave",2079569,"R",1995,"89",7.3,69,61622,49
"507","True Crime",16649768,"R",1999,"127",6.6,0,36114,5
"508","Nobody's Fool",39491975,"R",1994,"75",7.1,91,20,54
"509","The Quick and the Dead",18636537,"R",1995,"92",6,59,140,41
"510","Top Dog",5093707,"PG-13",1995,"86",4.1,0,3578,8
"511","Man of the House",40070995,"PG",1995,"96",5.2,14,9780,14
"512","Born to Be Wild",3730409,"PG",1995,"66",5.9,0,96,9
"513","Hideaway",12201255,"R",1995,"58",5.5,20,90,15
"514","School for Scoundrels",17807569,"NR",2006,"97",7.3,100,3554,6
"515","A Little Princess",10015449,"G",1995,"62",6.2,97,698,35
"516","Mad Love",15453274,"PG-13",1995,"68",7.2,28,5342,25
"517","Bad Boys",65807024,"R",1995,"123",7.2,42,15506,64
"518","Smoke",8367636,"R",1995,"89",6.7,93,140,29
"519","Pocahontas",141579773,"G",1995,"81",6.7,55,187082,56
"520","Blackout",66528000,"NR",2012,"92",6.9,100,1248,6
"521","Babe",63658910,"G",1995,"106",7.2,97,293,70
"522","The Prophecy",16115878,"R",1995,"98",6.4,43,31443,23
"523","Braveheart",75609945,"R",1995,"71",7.3,78,205,82
"524","Copycat",32051917,"R",1995,"123",6.6,78,60067,37
"525","The Scarlet Letter",10382407,"R",1995,"50",8.1,13,23,38
"526","Home for the Holidays",17519169,"PG-13",1995,"73",6.3,63,1133,49
"527","Kicking and Screaming",52842724,"R",2005,"96",6.7,57,13544,37
"528","Persuasion",5269757,"PG",1995,"93",7.4,86,15627,28
"529","To Die for",21284514,"R",1995,"94",4.7,88,543,57
"530","It Takes Two",19474589,"PG",1995,"81",5.4,8,829,24
"531","Casino",42512375,"R",1995,"96",6,80,54,64
"532","Jumanji",100475249,"PG",1995,"104",7,55,343895,38
"533","The Life and Death of King Richard III",2684904,"R",1995,"55",5.7,94,287,49
"534","The Addiction",307308,"PG-13",1995,"82",6.4,75,10362,28
"535","Sudden Death",20350171,"R",1995,"90",4.8,50,160,36
"536","Dead Man Walking",39363635,"R",1995,"90",5,95,367,61
"537","Cry, the Beloved Country",670727,"PG-13",1995,"103",7,85,872,13
"538","Georgia",1110104,"R",1995,"93",6,80,166,25
"539","Restoration",4005941,"R",1995,"117",6.6,70,9544,33
"540","Black Sheep",32417995,"PG-13",1996,"76",6.8,28,323,32
"541","Screamers",5711695,"R",1996,"108",6.3,28,27421,36
"542","Othello",2844379,"R",1995,"79",6.4,67,275,39
"543","The Substitute",14818176,"R",1996,"86",5.2,43,873,23
"544","Before and After",8797839,"PG-13",1996,"96",6.3,32,141,19
"545","August",12636,"PG",2008,"94",5.8,14,835,7
"546","Carried Away",290978,"R",1996,"109",6.3,64,1604,22
"547","The Quest",21686547,"PG-13",1996,"\N",5.4,14,31,21
"548","Primal Fear",56116183,"R",1996,"129",7.7,76,215344,45
"549","Twister",241721524,"PG-13",1996,"93",5.2,58,2108,55
"550","Fear",20831000,"R",1996,"68",5.7,46,621,37
"551","The Arrival",14063331,"PG-13",1996,"103",4.5,65,336,34
"552","Last Dance",5939449,"R",1996,"83",4.5,32,1489,22
"553","Moll Flanders",3486957,"PG-13",1996,"123",6.4,43,4328,23
"554","The Last Supper",459749,"R",1996,"96",7.1,63,96,35
"555","Cold Comfort Farm",5682429,"PG",1996,"105",7.2,83,7112,40
"556","Independence Day",306169268,"PG-13",1996,"87",5.7,67,106,75
"557","The Rock",134069511,"R",1996,"136",7.4,66,337692,65
"558","The Phantom",17323326,"PG",1996,"62",4.3,43,366,47
"559","Matilda",33459416,"PG",1996,"105",3.5,90,446,21
"560","A Time to Kill",108766007,"R",1996,"149",7.4,67,160528,55
"561","Kingpin",25023434,"PG-13",1996,"114",6.9,50,84866,38
"562","Chain Reaction",21226204,"PG-13",1996,"107",5.6,18,52730,33
"563","Infinity",195170,"PG",1996,"119",6.1,62,1889,13
"564","Alaska",11829959,"PG",1996,"76",5.2,18,66,11
"565","Jack",58620973,"PG-13",1996,"119",5.5,18,473,34
"566","Freeway",295493,"R",1996,"91",5,76,466,41
"567","Harriet the Spy",26570048,"PG",1996,"100",5.9,48,10411,31
"568","House Arrest",7032782,"PG",1996,"108",5.7,10,8784,30
"569","Bulletproof",21576954,"R",1996,"93",4.9,8,1391,39
"570","Foxfire",269300,"R",1996,"92",6.2,27,521,11
"571","The Associate",12844057,"PG-13",1996,"114",6.1,28,8458,18
"572","Emma",22231658,"PG",1996,"72",7,85,1008,52
"573","Selena",35281794,"PG",1997,"127",6.8,64,29148,47
"574","Lone Star",12408986,"R",1996,"94",6.1,94,1007,47
"575","Ransom",136492681,"R",1996,"58",5.9,75,21,72
"576","Scream",103046663,"R",1996,"82",2.9,78,833,74
"577","One Fine Day",46151454,"PG",1996,"108",6.5,50,46499,34
"578","Michael",95318203,"PG",1996,"93",7.1,34,1871,41
"579","In Love and War",14481231,"PG-13",1996,"111",6,11,429,27
"580","Turbulence",11538235,"R",1997,"90",5.5,17,43,18
"581","Touch",387069,"R",1997,"96",5.6,33,2532,18
"582","Metro",32000301,"R",1997,"117",5.5,15,27852,34
"583","The Crucible",7343114,"PG-13",1996,"\N",6.4,68,18,62
"584","That Darn Cat",18301610,"PG",1997,"89",4.6,13,4526,15
"585","Private Parts",41230799,"R",1997,"87",6.4,75,1669,53
"586","McHale's Navy",4529843,"PG",1997,"93",6.4,3,1057,29
"587","Volcano",49323468,"PG-13",1997,"60",7,50,20,46
"588","Get Carter",14967182,"R",2000,"112",7.4,84,34032,32
"589","Traveller",534010,"R",1997,"81",4.4,79,30,28
"590","The Van",712095,"R",1997,"92",4.5,38,923,21
"591","Breakdown",50159144,"R",1997,"76",6,81,80,52
"592","Pippi Longstocking",505335,"G",1997,"76",5.1,43,1520,7
"593","Out to Sea",29022252,"PG-13",1997,"106",6,36,8991,22
"594","Nothing to Lose",44480039,"R",1997,"\N",6,28,68,25
"595","George of the Jungle",105263257,"PG",1997,"92",5.5,56,78413,54
"596","Contact",100920329,"PG",1997,"150",7.5,66,274532,67
"597","Buddy",10113400,"PG",1997,"84",4.8,25,2687,20
"598","Hoodlum",23499102,"R",1997,"130",6.3,43,11621,21
"599","Steel",1710972,"PG-13",1997,"102",5.8,12,554,26
"600","Fire Down Below",16228448,"R",1997,"116",6,11,1737,27
"601","Picture Perfect",31407873,"PG-13",1997,"96",7.3,47,394,43
"602","The Game",48323648,"R",1997,"91",5.1,74,44,58
"603","Most Wanted",6391946,"R",1997,"99",5.6,15,6106,26
"604","The Assignment",332597,"R",1997,"119",6.8,60,9501,20
"605","The Peacemaker",41263140,"R",1997,"82",5.7,43,104,35
"606","Seven Years in Tibet",37957682,"PG-13",1997,"136",7.1,60,144559,35
"607","One Night Stand",2642983,"R",1997,"92",6.4,32,41,31
"608","Firestorm",8165212,"R",1998,"90",3.2,12,222,26
"609","Fallen",25232289,"R",1998,"124",7,40,83446,57
"610","Fall",51266,"R",1997,"93",5.9,0,1947,7
"611","Great Expectations",26420672,"R",1998,"50",6.3,37,38,35
"612","The Borrowers",22619589,"PG",1998,"81",5.5,73,337,26
"613","Senseless",12874899,"R",1998,"93",6,6,16711,17
"614","The Man in the Iron Mask",56968902,"PG-13",1998,"113",7,32,1735,41
"615","Nightwatch",1179002,"R",1998,"101",6.2,28,20020,29
"616","Wide Awake",282175,"PG",1998,"88",5.9,44,4282,32
"617","Twilight",192769854,"R",2008,"94",6.2,60,13154,55
"618","A Perfect Murder",67638368,"R",1998,"107",6.6,56,86012,52
"619","Madeline",29967750,"PG",1998,"88",5.9,65,7537,31
"620","Out of Sight",37562568,"R",1998,"87",4.8,93,116,90
"621","Dirty Work",10023282,"PG-13",1998,"70",6.2,17,55,29
"622","The Negotiator",44547681,"R",1998,"140",7.3,74,143156,57
"623","Blade",70087718,"R",1998,"90",5.4,56,261,104
"624","Rounders",22912409,"R",1998,"121",7.3,65,151676,80
"625","Return to Paradise",8341087,"R",1998,"100",6.1,71,725,45
"626","Funny Games",1294919,"NR",2008,"108",7.5,69,75038,35
"627","Soldier",14594226,"R",1998,"99",6,13,56988,53
"628","Whatever",307037,"R",1998,"112",6.4,75,1015,16
"629","Tango",1897948,"PG-13",1999,"66",5.5,68,57,22
"630","The Thin Red Line",36400491,"R",1998,"99",6.7,80,767,102
"631","Happiness",2807390,"NR",1998,"76",6.9,81,35,48
"632","Cousin Bette",1295194,"R",1998,"108",6.2,41,2723,22
"633","At First Sight",22365133,"PG-13",1999,"128",5.9,32,13828,38
"634","Supernova",14230455,"PG-13",2000,"80",2.2,10,147,61
"635","The Siege",40981289,"R",1998,"116",6.4,44,73618,62
"636","The Impostors",2198044,"R",1998,"101",6.5,62,5202,37
"637","Hell of the Living Dead",14036005,"R",1999,"99",4.8,12,5287,49
"638","Life",63886029,"R",1999,"85",6.8,50,69,54
"639","Go",16943454,"R",1999,"102",7.2,91,71737,76
"640","The Winslow Boy",3957934,"G",1999,"117",7.6,97,1583,37
"641","Payback",81526121,"R",1999,"90",4.5,55,78,76
"642","Bent",496059,"NC17",1997,"105",7.1,73,8377,22
"643","Buena Vista Social Club",7002182,"G",1999,"105",7.6,92,19397,48
"644","I'll Be Home for Christmas",12214338,"PG",1998,"96",6.5,23,274,43
"645","Underground",171082,"NR",1997,"84",7.3,86,527,35
"646","The Thirteenth Floor",11916661,"R",1999,"100",7,30,72374,64
"647","Black and White",5277299,"R",2000,"\N",7.3,20,24,10
"648","The War at Home",44722,"NR",1996,"100",7.7,100,258,5
"649","Deep Blue Sea",73648142,"R",1999,"105",5.9,59,134358,113
"650","Dick",6262878,"PG-13",1999,"94",6.2,71,20437,73
"651","Deja Vu",64038616,"PG-13",2006,"126",7.1,65,311158,20
"652","An Ideal Husband",18542974,"PG-13",1999,"96",6.5,85,747,65
"653","In Too Deep",14011454,"R",1999,"\N",4.4,39,36,57
"654","The Best Man",34102780,"R",1999,"60",4.9,72,16,71
"655","Man on the Moon",34607430,"R",1999,"118",7.4,63,131378,120
"656","Anna and the King",39263420,"PG-13",1999,"148",6.7,51,37501,101
"657","Double Jeopardy",116741558,"R",1999,"70",6.2,27,232,86
"658","The Hurricane",50699241,"R",1999,"104",7.2,83,2655,113
"659","Diamonds",88428,"PG-13",1999,"120",5.1,26,314,35
"660","The End of the Affair",10827816,"R",1999,"105",6.6,67,1346,66
"661","Guinevere",619511,"R",1999,"96",4.7,86,289,35
"662","Mansfield Park",4775847,"PG-13",1999,"112",7,77,24186,70
"663","Miss Julie",43941,"R",1999,"101",6.9,39,83,23
"664","Superstar",30636478,"PG-13",1999,"73",6.8,32,15,74
"665","House on Haunted Hill",40846082,"R",1999,"75",6.8,30,27503,61
"666","Tumbleweeds",1350248,"PG-13",1999,"78",6.5,82,626,68
"667","The Bachelor",21760240,"PG-13",1999,"101",5,9,18497,70
"668","Last Night",98986,"R",2011,"95",7.1,84,9805,50
"669","A Dog of Flanders",2165637,"PG",1999,"72",6.3,21,139,24
"670","Eye of the Beholder",16500786,"R",2000,"109",5,9,15490,87
"671","Excellent Cadavers",22300,"R",2006,"86",6.5,63,1229,8
"672","Lost in Hollywood",16970581,"R",2000,"81",4.7,66,77,101
"673","What Planet Are You From?",6291602,"R",2000,"105",5.6,42,9548,77
"674","Whatever It Takes",8745680,"PG-13",2000,"93",6.5,16,17,67
"675","High Fidelity",27287137,"R",2000,"85",8,91,58,165
"676","Coming Soon",5453,"R",2000,"96",4.4,29,1749,7
"677","Committed",40361,"R",2000,"90",5,43,226,46
"678","Dinosaur",137748063,"PG",2000,"82",6.4,64,61112,123
"679","Screwed",7027345,"PG-13",2000,"85",6,13,191,30
"680","Road Trip",68540777,"R",2000,"93",6.5,58,169748,92
"681","Running Free",117608,"G",2000,"91",5.6,27,114,30
"682","Sunshine",3675753,"R",2007,"121",7.9,74,573,65
"683","George Washington",247406,"NR",2000,"89",7.2,84,8368,62
"684","The Patriot",113330342,"R",2000,"50",7.4,61,18,135
"685","Slow Burn",1237615,"R",2007,"92",4.9,12,825,17
"686","The in Crowd",5280035,"PG-13",2000,"95",6.3,2,913,60
"687","Loser",15618626,"PG-13",2000,"84",7.8,24,20,96
"688","Saving Grace",12178602,"R",2000,"112",7,63,566,89
"689","The Art of War",30208599,"R",2000,"117",5.7,16,30059,81
"690","The Crew",13023075,"PG-13",2000,"95",4,20,645,85
"691","Backstage",1191835,"R",2000,"94",7.1,31,55,13
"692","Beowulf",82280579,"R",2007,"95",4.1,0,12001,7
"693","10 Cloverfield Lane",72082998,"PG-13",2016,"103",7.2,90,325440,309
"694","10 Questions for the Dalai Lama",224546,"NR",2007,"86",7.5,79,754,14
"695","10 Things I Hate About You",38178166,"PG-13",1999,"97",7.3,69,339804,78
"696","10 Years",203373,"PG-13",2012,"110",6.1,60,25794,58
"697","10th & Wolf",54702,"R",2006,"107",6.3,19,6536,27
"698","10x10",2263,"NR",2018,"88",5.1,67,9171,9
"699","Bait",15325127,"R",2000,"73",4.7,26,23,82
"700","Duets",4739023,"R",2000,"112",6.1,21,9675,92
"701","Beautiful",3157348,"PG-13",2000,"112",5.5,16,4105,64
"702","Under Suspicion",260562,"R",2000,"61",6.3,49,11,45
"703","Circus",14693,"R",2000,"95",5.6,9,2284,11
"704","The Contender",17872723,"R",2000,"63",5.7,76,96,130
"705","The Ladies Man",13616610,"R",2000,"106",6.3,11,4183,73
"706","Lost Souls",16815253,"R",2000,"97",4.8,8,11004,91
"707","Blow Dry",637769,"R",2001,"94",6.2,19,8648,64
"708","A Kiss Before Dying",15429177,"NR",1991,"94",6.7,100,3930,10
"709","The Gift",12008642,"R",2000,"120",6.7,57,116,122
"710","Traffic",124115725,"R",2000,"147",7.6,93,207652,161
"711","Double Take",29831583,"PG-13",2001,"86",4.6,12,298,78
"712","The Pledge",19733089,"R",2001,"124",6.8,78,58846,124
"713","Panic",779137,"R",2000,"69",5.8,91,89,56
"714","Hannibal",165092268,"R",2001,"\N",5.1,39,17,171
"715","Down to Earth",64186502,"PG-13",2001,"71",6.3,20,73,96
"716","Sweet November",25288103,"PG-13",2001,"114",6.8,15,1092,98
"717","The Brothers",27457409,"R",2001,"98",6.8,63,168,67
"718","Heartbreakers",40336607,"PG-13",2001,"98",6,53,536,122
"719","Someone Like You",27343067,"PG-13",2001,"80",8,42,12,118
"720","L.I.E.",1138836,"NC17",2001,"97",7.1,84,10067,85
"721","Driven",32720065,"PG-13",2001,"103",6,14,77,111
"722","Brother",450594,"R",2001,"114",7.1,47,23278,74
"723","Angel Eyes",24174218,"R",2001,"84",4.2,33,254,132
"724","The Animal",57743062,"PG-13",2001,"88",7.1,30,76,83
"725","Evolution",38345494,"PG-13",2001,"101",6.1,43,129435,138
"726","The Fast and the Furious",144533925,"PG-13",2001,"73",5.3,53,1355,150
"727","Pearl Harbor",198542554,"PG-13",2001,"183",6.2,24,332268,194
"728","The Score",71107711,"R",2001,"124",6.8,73,128296,128
"729","Heist",23510841,"R",2001,"95",4.1,66,110,129
"730","The Others",96522687,"PG-13",2001,"90",4.9,83,119,165
"731","Big Trouble",7267307,"PG-13",2002,"93",5.2,48,1381,112
"732","Sidewalks of New York",2402652,"R",2001,"74",5.6,56,515,94
"733","The Wash",10097538,"R",2001,"94",7.4,8,81,50
"734","Collateral Damage",40077257,"R",2002,"108",5.5,19,75335,143
"735","The Count of Monte Cristo",54234062,"PG-13",2002,"69",6,73,63,143
"736","On the Line",4365455,"PG",2001,"103",5.3,19,235,69
"737","Invincible",57806952,"PG-13",2006,"90",3.3,54,1576,52
"738","Out of Time",5594617,"R",2001,"90",4.4,79,7,110
"739","Behind Enemy Lines",58856790,"PG-13",2001,"95",5.7,37,74,131
"740","The Order",7660806,"R",2003,"89",4.6,0,8640,6
"741","Scooby-Doo",153294164,"PG",2002,"89",5.2,30,112920,145
"742","The New Guy",29760152,"PG-13",2002,"88",5.8,7,36106,99
"743","Showtime",38082712,"PG-13",2002,"95",5.5,25,63300,123
"744","Human Nature",705308,"R",2002,"96",6.4,49,18386,95
"745","Murder by Numbers",31945749,"R",2002,"85",5,31,90,128
"746","Enigma",4301582,"R",2002,"122",5.9,72,1449,106
"747","Joshua",482355,"G",2007,"90",4.4,22,374,23
"748","Enough",40007742,"PG-13",2002,"115",5.7,22,43983,125
"749","Insomnia",67355513,"R",2002,"85",5.5,92,26,203
"750","Trapped",7073251,"R",2002,"78",6.4,17,1404,59
"751","The Dogwalker",4604,"NR",2006,"105",6.2,50,155,10
"752","Derailed",36024076,"R",2005,"89",3.9,0,8101,5
"753","Swept Away",598645,"R",2002,"89",3.6,5,16929,79
"754","All or Nothing",201546,"R",2002,"128",7.5,82,10862,92
"755","Femme Fatale",6630252,"R",2002,"94",4.6,49,589,137
"756","The Quiet American",12988801,"R",2002,"120",6.7,87,1929,156
"757","One Week",190441,"R",2001,"97",6.3,80,260,10
"758","Empire",17600423,"R",2002,"485",3.7,21,1337,101
"759","Pinocchio",3684305,"G",2002,"88",7.5,0,146704,55
"760","Nicholas Nickleby",1587173,"PG",2002,"132",7.1,78,12648,128
"761","Lockdown",449482,"R",2003,"105",6.2,58,2598,12
"762","The Hunted",34244097,"R",2003,"88",6.5,29,515,149
"763","Anger Management",135645823,"PG-13",2003,"106",6.2,42,216104,194
